RepNam	halfLive_h	Ensembl_Gene	RefSeq_nuc1	Ensembl_nuc
NM_033334	2.22 	ENSG00000148200.17	NM_033334	ENST00000487099.7
NM_033335	2.22 			
NM_001489	2.22 			
NM_005802	2.22 	ENSG00000197579.8	NM_005802	ENST00000360538.7
NM_025182	2.22 	ENSG00000005238.20	NM_025182	ENST00000322813.10
NM_001206	2.22 	ENSG00000119138.5	NM_001206	ENST00000377126.4
NM_007135	2.22 	ENSG00000196152.10	NM_007135	ENST00000342483.5
NM_197977	2.22 			
NM_003452	2.22 	ENSG00000136870.11	NM_003452	ENST00000339664.7
NM_006982	2.22 	ENSG00000180318.4	NM_006982	ENST00000316824.4
NM_014212	2.22 	ENSG00000123388.4	NM_014212	ENST00000546378.1
NM_003740	2.22 	ENSG00000164626.9	NM_003740	ENST00000359534.4
NM_006290	2.22 			
NM_152753	2.22 	ENSG00000146197.9	NM_152753	ENST00000274938.8
NM_152732	2.22 	ENSG00000172426.16	NM_152732	ENST00000372163.5
NM_006299	2.22 	ENSG00000137185.13	NM_006299	ENST00000252207.10
NM_152553	2.22 			
NM_152556	2.22 	ENSG00000164603.12	NM_152556	ENST00000297145.9
NM_152411	2.22 	ENSG00000197362.15	NM_152411	ENST00000491431.2
NM_016265	2.22 	ENSG00000164631.19	NM_016265	ENST00000405858.6
NM_006956	2.22 			
NM_000522	2.22 	ENSG00000106031.9	NM_000522	ENST00000649031.1
NM_145115	2.22 	ENSG00000197037.11	NM_145115	ENST00000394152.7
NM_017420	2.22 	ENSG00000100625.9	NM_017420	ENST00000216513.5
NM_005982	2.22 	ENSG00000126778.12	NM_005982	ENST00000645694.3
NM_174944	2.22 			
NM_173475	2.22 	ENSG00000188215.10	NM_173475	ENST00000324344.9
NM_001048212	2.22 	ENSG00000205923.3	NM_001048212	ENST00000567119.1
NM_001048216	2.22 			
NM_024336	2.22 	ENSG00000177508.12	NM_024336	ENST00000329734.4
NM_153261	2.22 			
NM_006962	2.22 			
NM_001007088	2.22 	ENSG00000147118.12	NM_001007088	ENST00000376943.8
NM_178519	2.22 			
NM_003655	2.22 	ENSG00000141582.15	NM_003655	ENST00000269397.9
NM_003620	2.22 	ENSG00000170836.13	NM_003620	ENST00000305921.8
NM_032325	2.22 			
NM_003390	2.22 	ENSG00000166483.12	NM_003390	ENST00000450114.7
NM_133639	2.22 	ENSG00000104140.7	NM_133639	ENST00000220507.5
NM_014793	2.22 	ENSG00000168806.8	NM_014793	ENST00000305641.7
NM_015492	2.22 	ENSG00000167173.19	NM_015492	ENST00000394987.5
NM_015322	2.22 	ENSG00000169018.6	NM_015322	ENST00000306917.5
NM_203373	2.22 			
NM_003215	2.22 	ENSG00000135605.13	NM_003215	ENST00000381501.8
NM_006622	2.25 	ENSG00000145632.15	NM_006622	ENST00000274289.8
NM_178450	2.25 	ENSG00000173926.6	NM_178450	ENST00000308660.6
NM_173665	2.25 			
NM_198273	2.25 	ENSG00000176018.13	NM_198273	ENST00000315948.11
NM_173670	2.25 			
NM_001012761	2.25 			
NM_198256	2.25 	ENSG00000169016.17	NM_198256	ENST00000381525.8
NM_014362	2.25 	ENSG00000198130.16	NM_014362	ENST00000359678.10
NM_198047	2.25 			
NM_003467	2.25 	ENSG00000121966.8	NM_003467	ENST00000241393.4
NM_001008540	2.25 			
NM_003709	2.25 	ENSG00000118263.15	NM_003709	ENST00000309446.11
NM_033111	2.25 			
NM_006022	2.25 			
NM_183422	2.25 	ENSG00000102804.15	NM_183422	ENST00000458659.3
NM_001039650	2.25 			
NM_001039649	2.25 			
NM_206808	2.25 	ENSG00000125246.16	NM_206808	ENST00000339105.9
NM_138280	2.25 			
NM_147156	2.25 	ENSG00000198964.14	NM_147156	ENST00000361781.7
NM_001001971	2.25 			
NM_198215	2.25 	ENSG00000148541.13	NM_198215	ENST00000618804.5
NM_173192	2.25 			
NM_173197	2.25 			
NM_173342	2.25 			
NM_014591	2.25 			
NM_173193	2.25 			
NM_173194	2.25 			
NM_173195	2.25 			
NM_173191	2.25 	ENSG00000120049.20	NM_173191	ENST00000356640.7
NM_012083	2.25 	ENSG00000181274.7	NM_012083	ENST00000371019.4
NM_032804	2.25 	ENSG00000181915.5	NM_032804	ENST00000373783.3
NM_020436	2.25 	ENSG00000101115.13	NM_020436	ENST00000217086.9
NM_022482	2.25 	ENSG00000125812.16	NM_022482	ENST00000338121.10
NM_033118	2.25 	ENSG00000101306.11	NM_033118	ENST00000375985.5
NM_024613	2.25 	ENSG00000175895.5	NM_024613	ENST00000315367.4
NM_003416	2.25 	ENSG00000147789.16	NM_003416	ENST00000532777.6
NM_018941	2.25 	ENSG00000182372.10	NM_018941	ENST00000331222.6
NM_024700	2.25 	ENSG00000163877.11	NM_024700	ENST00000296215.8
NM_018040	2.25 	ENSG00000092978.11	NM_018040	ENST00000366935.8
NM_001012970	2.25 	ENSG00000173728.11	NM_001012970	ENST00000308105.5
NM_022836	2.25 	ENSG00000118655.8	NM_022836	ENST00000650450.2
NM_001674	2.25 	ENSG00000162772.17	NM_001674	ENST00000341491.9
NM_001040619	2.25 			
NM_001030287	2.25 			
NM_004024	2.25 			
NM_003462	2.25 	ENSG00000163879.11	NM_003462	ENST00000652629.1
NM_198893	2.25 			
NM_033288	2.25 			
NM_017656	2.25 			
NM_032679	2.25 			
NM_024108	2.25 			
NM_152477	2.25 	ENSG00000196357.12	NM_152477	ENST00000304116.10
NM_001042474	2.25 			
NM_001023561	2.25 	ENSG00000186230.7	NM_001023561	ENST00000334181.5
NM_144689	2.25 	ENSG00000197050.11	NM_144689	ENST00000337995.4
NM_022006	2.25 	ENSG00000221946.8	NM_022006	ENST00000270310.7
NM_024691	2.25 	ENSG00000105136.22	NM_024691	ENST00000221735.12
NM_006630	2.25 	ENSG00000263002.8	NM_006630	ENST00000426739.7
NM_015675	2.25 	ENSG00000099860.9	NM_015675	ENST00000215631.9
NM_173354	2.25 	ENSG00000142178.9	NM_173354	ENST00000270162.8
NM_015008	2.25 			
NM_001017395	2.25 	ENSG00000172765.19	NM_001017395	ENST00000393238.8
NM_020654	2.25 	ENSG00000138468.16	NM_020654	ENST00000394095.7
NM_001077203	2.25 			
NM_153690	2.25 	ENSG00000185112.6	NM_153690	ENST00000329759.6
NM_016331	2.25 			
NM_173824	2.25 	ENSG00000179021.10	NM_173824	ENST00000318887.8
NM_003420	2.25 	ENSG00000169981.11	NM_003420	ENST00000396056.7
NM_018847	2.25 	ENSG00000198642.7	NM_018847	ENST00000359039.5
NM_001025780	2.25 	ENSG00000107362.14	NM_001025780	ENST00000333421.7
NM_016014	2.25 			
NM_014007	2.25 	ENSG00000169155.10	NM_014007	ENST00000373464.5
NM_005511	2.25 	ENSG00000120215.10	NM_005511	ENST00000381477.8
NM_001490	2.25 	ENSG00000187210.14	NM_001490	ENST00000376730.5
NM_152640	2.25 	ENSG00000151065.14	NM_152640	ENST00000280665.11
NM_153693	2.25 			
NM_004503	2.25 	ENSG00000197757.8	NM_004503	ENST00000243108.5
NM_182492	2.25 			
NM_032051	2.25 			
NM_032050	2.25 			
NM_014323	2.25 	ENSG00000100105.18	NM_014323	ENST00000266269.10
NM_032052	2.25 			
NM_015094	2.25 	ENSG00000169635.10	NM_015094	ENST00000407464.7
NM_005906	2.25 			
NM_014895	2.25 	ENSG00000135315.12	NM_014895	ENST00000403245.8
NM_206921	2.25 			
NM_001042475	2.25 	ENSG00000111860.14	NM_001042475	ENST00000368491.8
NM_014797	2.25 	ENSG00000112365.6	NM_014797	ENST00000230122.4
NM_033260	2.25 	ENSG00000164379.7	NM_033260	ENST00000296839.5
NM_001453	2.25 	ENSG00000054598.9	NM_001453	ENST00000645831.2
NM_001003690	2.25 			
NM_014628	2.25 	ENSG00000124688.14	NM_014628	ENST00000372171.5
NM_152749	2.25 			
NM_006213	2.25 	ENSG00000164776.11	NM_006213	ENST00000297373.7
NM_003454	2.25 			
NM_198088	2.25 	ENSG00000010539.12	NM_198088	ENST00000414144.7
NM_198087	2.25 			
NM_018380	2.25 	ENSG00000182810.7	NM_018380	ENST00000332395.7
NM_153688	2.25 	ENSG00000184517.12	NM_153688	ENST00000570010.6
NM_021242	2.25 	ENSG00000165175.17	NM_021242	ENST00000614558.3
NM_005497	2.25 	ENSG00000182963.11	NM_005497	ENST00000592524.6
NM_005749	2.25 	ENSG00000141232.5	NM_005749	ENST00000499247.3
NM_000346	2.25 	ENSG00000125398.8	NM_000346	ENST00000245479.3
NM_016078	2.25 	ENSG00000171928.14	NM_016078	ENST00000307767.13
NM_004420	2.25 	ENSG00000184545.11	NM_004420	ENST00000397374.8
NM_031307	2.25 	ENSG00000110060.9	NM_031307	ENST00000227474.8
NM_003824	2.25 	ENSG00000168040.5	NM_003824	ENST00000301838.5
NM_016090	2.25 			
NM_018315	2.25 			
NM_001013415	2.25 			
NM_033632	2.25 			
NM_004354	2.25 	ENSG00000138764.15	NM_004354	ENST00000316355.10
NM_012118	2.25 	ENSG00000151014.6	NM_012118	ENST00000280614.4
NM_145291	2.25 	ENSG00000168826.16	NM_145291	ENST00000337872.9
NM_016348	2.27 			
NM_032385	2.27 	ENSG00000170271.11	NM_032385	ENST00000326080.10
NM_152407	2.27 	ENSG00000164284.15	NM_152407	ENST00000329271.8
NM_020651	2.27 	ENSG00000197329.12	NM_020651	ENST00000358912.5
NM_212556	2.27 	ENSG00000182177.15	NM_212556	ENST00000409749.8
NM_017789	2.27 	ENSG00000168758.11	NM_017789	ENST00000305476.10
NM_002158	2.27 	ENSG00000170802.17	NM_002158	ENST00000340553.8
NM_001031716	2.27 	ENSG00000173559.15	NM_001031716	ENST00000425611.9
NM_001042521	2.27 			
NM_032321	2.27 			
NM_001042519	2.27 	ENSG00000187699.10	NM_001042519	ENST00000340623.4
NM_001042520	2.27 			
NM_002166	2.27 	ENSG00000115738.10	NM_002166	ENST00000396290.2
NM_145197	2.27 			
NM_145198	2.27 			
NM_145199	2.27 	ENSG00000144182.17	NM_145199	ENST00000651691.1
NM_015929	2.27 			
NM_145196	2.27 			
NM_153689	2.27 	ENSG00000178074.6	NM_153689	ENST00000319974.6
NM_024546	2.27 	ENSG00000152193.8	NM_024546	ENST00000282003.7
NM_004093	2.27 	ENSG00000125266.8	NM_004093	ENST00000646441.1
NM_033397	2.27 			
NM_021045	2.27 	ENSG00000198105.16	NM_021045	ENST00000395867.8
NM_002729	2.27 	ENSG00000152804.11	NM_002729	ENST00000282728.10
NM_019084	2.27 			
NM_001547	2.27 	ENSG00000119922.11	NM_001547	ENST00000371826.4
NM_005204	2.27 	ENSG00000107968.10	NM_005204	ENST00000263056.6
NM_022829	2.27 	ENSG00000158296.14	NM_022829	ENST00000279027.9
NM_001011554	2.27 			
NM_033089	2.27 	ENSG00000247315.4	NM_033089	ENST00000500893.4
NM_005194	2.27 	ENSG00000172216.6	NM_005194	ENST00000303004.5
NM_023929	2.27 			
NM_020317	2.27 	ENSG00000117616.18	NM_020317	ENST00000243189.12
NM_015872	2.27 			
NM_178549	2.27 			
NM_001039888	2.27 	ENSG00000272031.3	NM_001039888	ENST00000606888.3
NM_021205	2.27 	ENSG00000116574.6	NM_021205	ENST00000366691.4
NM_020714	2.27 	ENSG00000188033.10	NM_020714	ENST00000311437.11
NM_006145	2.27 	ENSG00000132002.9	NM_006145	ENST00000254322.3
NM_021632	2.27 	ENSG00000256683.7	NM_021632	ENST00000243644.9
NM_016535	2.27 	ENSG00000171425.10	NM_016535	ENST00000270451.6
NM_003417	2.27 	ENSG00000083844.10	NM_003417	ENST00000263095.10
NM_153358	2.27 	ENSG00000173875.14	NM_153358	ENST00000343325.9
NM_152909	2.27 			
NM_001023563	2.27 	ENSG00000204524.7	NM_001023563	ENST00000414468.3
NM_032430	2.27 	ENSG00000160469.17	NM_032430	ENST00000309383.6
NM_058188	2.27 			
NM_001005732	2.27 			
NM_001005734	2.27 			
NM_001005733	2.27 			
NM_015642	2.27 			
NM_015429	2.27 			
NM_173084	2.27 	ENSG00000213186.8	NM_173084	ENST00000309784.9
NM_005832	2.27 			
NM_181361	2.27 	ENSG00000197584.13	NM_181361	ENST00000452583.6
NM_175888	2.27 	ENSG00000177842.12	NM_175888	ENST00000314529.10
NM_012266	2.27 			
NM_001240	2.27 	ENSG00000129315.11	NM_001240	ENST00000261900.8
NM_152441	2.27 	ENSG00000171823.7	NM_152441	ENST00000339235.4
NM_153377	2.27 	ENSG00000139263.12	NM_153377	ENST00000320743.8
NM_001002259	2.27 			
NM_023925	2.27 			
NM_032156	2.27 			
NM_003440	2.27 	ENSG00000196387.10	NM_003440	ENST00000355557.7
NM_018009	2.27 	ENSG00000139192.12	NM_018009	ENST00000266556.8
NM_031937	2.27 	ENSG00000099992.16	NM_031937	ENST00000215790.12
NM_016272	2.27 	ENSG00000183864.5	NM_016272	ENST00000327492.4
NM_032145	2.27 	ENSG00000118496.5	NM_032145	ENST00000237281.5
NM_145909	2.27 			
NM_030899	2.27 	ENSG00000235109.8	NM_030899	ENST00000344279.11
NM_018561	2.27 			
NM_024018	2.27 			
NM_152736	2.27 			
NM_001023560	2.27 	ENSG00000197062.12	NM_001023560	ENST00000421553.7
NM_007151	2.27 			
NM_001040057	2.27 			
NM_152789	2.27 	ENSG00000234545.8	NM_152789	ENST00000445716.6
NM_015483	2.27 	ENSG00000170852.12	NM_015483	ENST00000304056.9
NM_013332	2.27 	ENSG00000135245.10	NM_013332	ENST00000257696.5
NM_021163	2.27 	ENSG00000146587.18	NM_021163	ENST00000396912.2
NM_173680	2.27 	ENSG00000196456.13	NM_173680	ENST00000329630.10
NM_020156	2.27 	ENSG00000106392.11	NM_020156	ENST00000436587.7
NM_022073	2.27 	ENSG00000129521.15	NM_022073	ENST00000250457.9
NM_005132	2.27 			
NM_001048205	2.27 	ENSG00000100918.14	NM_001048205	ENST00000611366.5
NM_014734	2.27 	ENSG00000100647.8	NM_014734	ENST00000342745.5
NM_004251	2.27 	ENSG00000123595.8	NM_004251	ENST00000464506.2
NM_017763	2.27 	ENSG00000108375.13	NM_017763	ENST00000407977.7
NM_016632	2.27 			
NM_000413	2.27 	ENSG00000108786.11	NM_000413	ENST00000585807.6
NM_003455	2.27 	ENSG00000166261.11	NM_003455	ENST00000530393.6
NM_198947	2.27 	ENSG00000189057.11	NM_198947	ENST00000343597.4
NM_139055	2.27 	ENSG00000166106.4	NM_139055	ENST00000299164.4
NM_182553	2.27 	ENSG00000174871.11	NM_182553	ENST00000311445.7
NM_145014	2.27 			
NM_001124	2.27 	ENSG00000148926.10	NM_001124	ENST00000278175.10
NM_014106	2.27 	ENSG00000198146.4	NM_014106	ENST00000356321.4
NM_006465	2.27 	ENSG00000179361.18	NM_006465	ENST00000346246.10
NM_199163	2.27 			
NM_006095	2.27 	ENSG00000124406.17	NM_006095	ENST00000381668.9
NM_016531	2.27 	ENSG00000109787.13	NM_016531	ENST00000261438.10
NM_017632	2.27 	ENSG00000168564.6	NM_017632	ENST00000504169.2
NM_020961	2.27 	ENSG00000145388.15	NM_020961	ENST00000388822.10
NM_152622	2.30 			
NM_173491	2.30 	ENSG00000155858.6	NM_173491	ENST00000286307.6
NM_001013717	2.30 			
NM_015946	2.30 	ENSG00000152684.11	NM_015946	ENST00000274311.3
NM_020905	2.30 	ENSG00000240857.2	NM_020905	ENST00000381249.4
NM_001005746	2.30 			
NM_001005747	2.30 			
NM_000726	2.30 	ENSG00000182389.20	NM_000726	ENST00000539935.7
NM_001008215	2.30 	ENSG00000183513.9	NM_001008215	ENST00000328709.8
NM_003597	2.30 	ENSG00000172059.11	NM_003597	ENST00000305883.6
NM_033132	2.30 	ENSG00000139800.9	NM_033132	ENST00000267294.5
NM_002312	2.30 			
NM_206937	2.30 	ENSG00000174405.15	NM_206937	ENST00000442234.6
NM_003891	2.30 	ENSG00000126231.15	NM_003891	ENST00000375547.7
NM_153023	2.30 			
NM_018017	2.30 	ENSG00000165813.20	NM_018017	ENST00000369287.8
NM_152644	2.30 	ENSG00000213185.7	NM_152644	ENST00000368898.8
NM_004419	2.30 	ENSG00000138166.6	NM_004419	ENST00000369583.4
NM_016649	2.30 			
NM_024325	2.30 	ENSG00000088876.13	NM_024325	ENST00000278772.9
NM_017786	2.30 			
NM_032862	2.30 	ENSG00000179886.6	NM_032862	ENST00000504548.4
NM_002167	2.30 	ENSG00000117318.9	NM_002167	ENST00000374561.6
NM_145257	2.30 	ENSG00000154429.11	NM_145257	ENST00000284617.7
NM_000963	2.30 	ENSG00000073756.13	NM_000963	ENST00000367468.10
NM_003921	2.30 	ENSG00000142867.14	NM_003921	ENST00000648566.1
NM_152608	2.30 	ENSG00000143751.10	NM_152608	ENST00000272091.8
NM_153812	2.30 	ENSG00000116273.6	NM_153812	ENST00000377648.5
NM_032890	2.30 			
NM_005091	2.30 	ENSG00000008438.5	NM_005091	ENST00000008938.5
NM_014898	2.30 			
NM_203374	2.30 	ENSG00000179922.6	NM_203374	ENST00000325351.5
NM_024106	2.30 	ENSG00000130818.12	NM_024106	ENST00000253115.7
NM_032497	2.30 	ENSG00000188321.14	NM_032497	ENST00000603380.6
NM_032828	2.30 	ENSG00000198466.12	NM_032828	ENST00000339656.8
NM_018316	2.30 	ENSG00000167487.12	NM_018316	ENST00000300976.9
NM_014910	2.30 			
NM_025194	2.30 	ENSG00000086544.4	NM_025194	ENST00000263370.3
NM_173548	2.30 	ENSG00000171574.18	NM_173548	ENST00000306910.9
NM_025061	2.30 	ENSG00000171017.11	NM_025061	ENST00000306708.11
NM_175871	2.30 	ENSG00000173928.4	NM_175871	ENST00000674460.1
NM_001044388	2.30 			
NM_001044387	2.30 			
NM_024341	2.30 	ENSG00000130544.12	NM_024341	ENST00000252840.11
NM_006965	2.30 	ENSG00000172466.16	NM_006965	ENST00000261332.11
NM_005904	2.30 	ENSG00000101665.10	NM_005904	ENST00000262158.8
NM_014913	2.30 	ENSG00000101544.9	NM_014913	ENST00000262198.9
NM_198996	2.30 			
NM_178496	2.30 	ENSG00000180611.7	NM_178496	ENST00000392452.3
NM_020353	2.30 	ENSG00000114698.15	NM_020353	ENST00000354952.7
NM_001025468	2.30 			
NM_031913	2.30 	ENSG00000158220.14	NM_031913	ENST00000389567.9
NM_153331	2.30 			
NM_033029	2.30 			
NM_014779	2.30 			
NM_017680	2.30 			
NM_194252	2.30 			
NM_197956	2.30 	ENSG00000171169.9	NM_197956	ENST00000373078.5
NM_001007101	2.30 			
NM_031486	2.30 	ENSG00000127081.14	NM_031486	ENST00000375495.8
NM_014930	2.30 	ENSG00000081386.13	NM_014930	ENST00000223428.9
NM_005447	2.30 	ENSG00000198774.5	NM_005447	ENST00000361228.5
NM_007076	2.30 	ENSG00000198855.7	NM_007076	ENST00000552695.6
NM_002430	2.30 	ENSG00000169184.7	NM_002430	ENST00000302326.5
NM_020133	2.30 	ENSG00000026652.15	NM_020133	ENST00000320285.9
NM_030784	2.30 	ENSG00000112218.9	NM_030784	ENST00000229955.4
NM_006653	2.30 	ENSG00000137218.10	NM_006653	ENST00000373018.7
NM_001076781	2.30 	ENSG00000124613.9	NM_001076781	ENST00000244576.9
NM_182529	2.30 			
NM_024910	2.30 			
NM_000845	2.30 	ENSG00000179603.18	NM_000845	ENST00000339582.7
NM_001040167	2.30 	ENSG00000106003.14	NM_001040167	ENST00000222725.10
NM_001040168	2.30 			
NM_001024858	2.30 			
NM_000347	2.30 			
NM_014950	2.30 			
NM_153029	2.30 	ENSG00000102921.8	NM_153029	ENST00000262384.4
NM_003745	2.30 	ENSG00000185338.7	NM_003745	ENST00000332029.4
NM_152288	2.30 	ENSG00000175938.7	NM_152288	ENST00000318663.5
NM_003498	2.30 	ENSG00000184602.6	NM_003498	ENST00000329565.6
NM_182980	2.30 			
NM_182981	2.30 	ENSG00000140961.14	NM_182981	ENST00000393306.6
NM_013370	2.30 			
NM_020465	2.30 			
NM_022910	2.30 			
NM_001039891	2.30 			
NM_017669	2.30 	ENSG00000186871.7	NM_017669	ENST00000334463.4
NM_001009954	2.30 			
NM_001039840	2.30 	ENSG00000204116.12	NM_001039840	ENST00000373502.10
NM_002063	2.30 	ENSG00000101958.14	NM_002063	ENST00000218075.9
NM_018182	2.30 			
NM_020772	2.30 	ENSG00000108256.9	NM_020772	ENST00000225388.9
NM_018149	2.30 	ENSG00000167447.13	NM_018149	ENST00000300917.10
NM_024857	2.30 	ENSG00000176208.9	NM_024857	ENST00000321990.5
NM_144608	2.30 			
NM_024680	2.30 	ENSG00000129173.13	NM_024680	ENST00000250024.9
NM_021117	2.30 	ENSG00000121671.12	NM_021117	ENST00000616080.2
NM_004268	2.30 	ENSG00000042429.12	NM_004268	ENST00000251871.9
NM_024741	2.30 	ENSG00000175213.3	NM_024741	ENST00000311764.3
NM_152449	2.30 			
NM_181900	2.30 	ENSG00000172345.14	NM_181900	ENST00000302824.7
NM_001004309	2.30 	ENSG00000196391.11	NM_001004309	ENST00000354377.8
NM_001812	2.30 	ENSG00000145241.11	NM_001812	ENST00000273853.11
NM_017676	2.33 	ENSG00000145723.17	NM_017676	ENST00000399004.7
NM_173360	2.33 			
NM_031952	2.33 	ENSG00000145757.16	NM_031952	ENST00000274432.13
NM_022090	2.33 	ENSG00000221886.4	NM_022090	ENST00000408953.4
NM_133372	2.33 	ENSG00000217128.13	NM_133372	ENST00000510461.6
NM_001008738	2.33 			
NM_145265	2.33 	ENSG00000164366.4	NM_145265	ENST00000296824.4
NM_178019	2.33 	ENSG00000152705.8	NM_178019	ENST00000282611.8
NM_018086	2.33 	ENSG00000182263.14	NM_018086	ENST00000333129.4
NM_017880	2.33 	ENSG00000115998.8	NM_017880	ENST00000264434.7
NM_018410	2.33 	ENSG00000123485.12	NM_018410	ENST00000411486.7
NM_001485	2.33 	ENSG00000168505.7	NM_001485	ENST00000306318.5
NM_174898	2.33 	ENSG00000144214.10	NM_174898	ENST00000308528.9
NM_016260	2.33 			
NM_198482	2.33 			
NM_005911	2.33 	ENSG00000168906.13	NM_005911	ENST00000306434.8
NM_138624	2.33 			
NM_138621	2.33 	ENSG00000153094.24	NM_138621	ENST00000393256.8
NM_138626	2.33 			
NM_138622	2.33 			
NM_138627	2.33 			
NM_207002	2.33 			
NM_006538	2.33 			
NM_207003	2.33 			
NM_138623	2.33 			
NM_005253	2.33 	ENSG00000075426.12	NM_005253	ENST00000264716.9
NM_058241	2.33 	ENSG00000082258.13	NM_058241	ENST00000264157.10
NM_001241	2.33 			
NM_019002	2.33 	ENSG00000143971.9	NM_019002	ENST00000272342.6
NM_182626	2.33 			
NM_001616	2.33 	ENSG00000121989.15	NM_001616	ENST00000241416.12
NM_024705	2.33 			
NM_001031719	2.33 			
NM_001730	2.33 	ENSG00000102554.14	NM_001730	ENST00000377687.6
NM_015655	2.33 	ENSG00000130684.14	NM_015655	ENST00000252979.6
NM_032107	2.33 			
NM_015478	2.33 			
NM_022106	2.33 	ENSG00000196227.11	NM_022106	ENST00000360816.8
NM_001200	2.33 	ENSG00000125845.7	NM_001200	ENST00000378827.5
NM_001033521	2.33 			
NM_001033522	2.33 			
NM_001324	2.33 	ENSG00000101138.12	NM_001324	ENST00000217109.9
NM_031439	2.33 	ENSG00000171056.8	NM_031439	ENST00000304501.2
NM_032687	2.33 			
NM_003068	2.33 	ENSG00000019549.13	NM_003068	ENST00000020945.4
NM_173344	2.33 	ENSG00000008513.16	NM_173344	ENST00000522652.6
NM_003033	2.33 			
NM_171982	2.33 	ENSG00000104228.13	NM_171982	ENST00000305364.9
NM_017956	2.33 	ENSG00000183665.5	NM_017956	ENST00000328599.4
NM_053274	2.33 	ENSG00000174842.17	NM_053274	ENST00000370360.8
NM_014851	2.33 	ENSG00000162413.17	NM_014851	ENST00000377658.8
NM_201269	2.33 	ENSG00000122482.22	NM_201269	ENST00000337393.10
NM_016620	2.33 			
NM_032186	2.33 			
NM_022768	2.33 	ENSG00000162775.17	NM_022768	ENST00000369784.9
NM_178548	2.33 	ENSG00000116819.9	NM_178548	ENST00000373235.4
NM_201253	2.33 	ENSG00000134376.17	NM_201253	ENST00000367400.8
NM_025058	2.33 	ENSG00000163462.19	NM_025058	ENST00000334634.9
NM_020978	2.33 			
NM_145238	2.33 			
NM_033343	2.33 	ENSG00000121454.6	NM_033343	ENST00000263726.4
NM_017734	2.33 	ENSG00000099260.12	NM_017734	ENST00000263174.9
NM_018704	2.33 	ENSG00000143079.15	NM_018704	ENST00000271277.11
NM_057091	2.33 	ENSG00000117407.17	NM_057091	ENST00000372359.10
NM_003976	2.33 			
NM_057090	2.33 			
NM_057160	2.33 			
NM_198471	2.33 	ENSG00000186994.12	NM_198471	ENST00000330915.7
NM_001012756	2.33 			
NM_001010880	2.33 			
NM_025189	2.33 	ENSG00000118620.13	NM_025189	ENST00000261560.10
NM_014347	2.33 	ENSG00000083812.13	NM_014347	ENST00000196482.4
NM_003435	2.33 	ENSG00000213762.12	NM_003435	ENST00000396161.10
NM_022751	2.33 			
NM_021127	2.33 	ENSG00000141682.12	NM_021127	ENST00000316660.7
NM_014415	2.33 	ENSG00000066422.6	NM_014415	ENST00000312938.5
NM_032487	2.33 	ENSG00000184378.3	NM_032487	ENST00000330368.3
NM_005067	2.33 	ENSG00000181788.4	NM_005067	ENST00000312960.4
NM_001706	2.33 	ENSG00000113916.18	NM_001706	ENST00000406870.7
NM_138931	2.33 			
NM_182909	2.33 			
NM_014890	2.33 			
NM_001042459	2.33 			
NM_000882	2.33 			
NM_017719	2.33 	ENSG00000163788.14	NM_017719	ENST00000296088.12
NM_001001662	2.33 	ENSG00000196597.13	NM_001001662	ENST00000481138.6
NM_020924	2.33 	ENSG00000171448.9	NM_020924	ENST00000373656.4
NM_001001551	2.33 	ENSG00000148057.16	NM_001001551	ENST00000376419.5
NM_001006643	2.33 			
NM_001006641	2.33 			
NM_001006642	2.33 			
NM_052901	2.33 			
NM_153710	2.33 	ENSG00000198870.8	NM_153710	ENST00000371957.4
NM_032293	2.33 	ENSG00000136895.19	NM_032293	ENST00000373387.9
NM_004473	2.33 	ENSG00000178919.9	NM_004473	ENST00000375123.5
NM_030809	2.33 	ENSG00000110925.7	NM_030809	ENST00000228515.6
NM_021808	2.33 			
NM_013267	2.33 	ENSG00000135423.13	NM_013267	ENST00000311966.9
NM_002075	2.33 	ENSG00000111664.11	NM_002075	ENST00000229264.8
NM_014319	2.33 	ENSG00000174106.3	NM_014319	ENST00000308330.3
NM_005967	2.33 	ENSG00000166886.13	NM_005967	ENST00000300131.8
NM_003583	2.33 			
NM_006482	2.33 	ENSG00000127334.11	NM_006482	ENST00000344096.4
